Volcano Name,Country,Location,Latitude,Longitude,Type
North Vate,Vanuatu,Vanuatu-SW Pacific,-17.47,168.353,Stratovolcano
Suretamatai,Vanuatu,Vanuatu-SW Pacific,-13.8,167.47,Complex volcano
Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.754,169.238,Stratovolcano
Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,Stratovolcano
Bas Dong Nai,Vietnam,SE Asia,10.8,107.2,Volcanic field
"Cendres, Ile des",Vietnam,SE Asia,10.158,109.014,Submarine volcanoes
Haut Dong Nai,Vietnam,SE Asia,11.6,108.2,Volcanic field
Ly Son Group,Vietnam,SE Asia,15.38,109.12,Volcanic field
Toroeng Prong,Vietnam,SE Asia,14.93,108,Cinder cone
Veteran,Vietnam,SE Asia,9.83,109.05,Submarine volcano
Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,Shield volcano
"Arhab, Harra of",Yemen,Arabia-S,15.63,44.08,Volcanic field
Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-S,14.067,48.3,Volcanic field
Bir Borhut,Yemen,Arabia-S,15.515,50.935,Volcanic field
"Dhamar, Harras of",Yemen,Arabia-S,14.57,44.67,Volcanic field
"Haylan, Jabal",Yemen,Arabia-S,15.4,45.1,Volcanic field
"Marha, Jabal el-",Yemen,Arabia-S,15.245,44.236,Tuff cone
"Sawad, Harra Es-",Yemen,Arabia-S,13.58,46.12,Volcanic field
Hanish,Yemen,Red Sea,13.72,42.73,Shield volcano
"Tair, Jebel at",Yemen,Red Sea,15.55,41.83,Stratovolcano
Zubair Group,Yemen,Red Sea,15.05,42.18,Shield volcano
Zukur,Yemen,Red Sea,14.02,42.75,Shield volcano
